State,Year,Region,Age_Group,Gender,Literacy_Rate (%),Dropout_Rate (%),Internet_Access (%),Govt_Education_Spending (₹ per student),Teacher_Student_Ratio
Gujarat,2015,Urban,Below 15,Female,79.03,11.49,79.58,5346.49,32.94
Gujarat,2015,Rural,Below 15,Female,64.48,11.59,34.32,5449.39,41.49
Gujarat,2015,Urban,15-24,Male,79.62,16.23,56.43,5438.21,35.32
Gujarat,2015,Rural,15-24,Male,91.41,17.61,39.33,4685.16,35.17
Gujarat,2015,Urban,15-24,Female,74.84,11.64,83.22,5076.91,22.67
Gujarat,2015,Rural,15-24,Female,80.55,27.85,47.01,4563.68,34.43
Gujarat,2015,Urban,Above 24,Male,69.38,10.15,37.71,5201.16,17.51
Gujarat,2015,Rural,Above 24,Male,83.03,14.35,41.82,3997.81,27.7
Gujarat,2015,Urban,Above 24,Female,87.19,1.0,89.15,4770.42,20.34
Gujarat,2015,Rural,Above 24,Female,52.25,24.38,30.82,3577.32,39.1
Gujarat,2016,Urban,Below 15,Male,81.39,5.31,73.25,3679.4,38.81
Gujarat,2016,Rural,Below 15,Male,78.61,18.66,50.42,5908.95,30.0
Gujarat,2016,Urban,Below 15,Female,61.18,12.25,95.0,3688.19,27.11
Gujarat,2016,Rural,Below 15,Female,67.16,15.73,30.27,5397.49,48.56
Gujarat,2016,Urban,15-24,Male,83.96,11.48,46.77,4706.38,38.83
Gujarat,2016,Rural,15-24,Male,76.75,21.99,36.16,3626.27,36.68
Gujarat,2016,Urban,15-24,Female,86.14,8.27,93.85,4959.26,41.2
Gujarat,2016,Rural,15-24,Female,53.58,15.17,42.77,4902.23,44.37
Gujarat,2016,Urban,Above 24,Male,85.06,8.79,54.6,5484.0,22.28
Gujarat,2016,Rural,Above 24,Male,84.28,14.58,68.86,5043.15,28.9
Gujarat,2016,Urban,Above 24,Female,67.81,8.3,76.42,4561.73,25.25
Gujarat,2016,Rural,Above 24,Female,61.34,16.39,13.07,4866.53,22.16
Gujarat,2017,Urban,Below 15,Male,66.47,1.56,43.09,3415.64,24.33
Gujarat,2017,Rural,Below 15,Male,87.53,13.37,47.67,4820.39,31.05
Gujarat,2017,Urban,Below 15,Female,72.23,4.02,91.76,5945.76,16.54
Gujarat,2017,Rural,Below 15,Female,52.76,14.6,30.53,4904.77,24.17
Gujarat,2017,Urban,15-24,Male,99.0,21.95,73.19,5321.59,38.85
Gujarat,2017,Rural,15-24,Male,66.36,17.92,46.17,5189.31,31.11
Gujarat,2017,Urban,15-24,Female,61.23,11.99,68.89,4439.47,45.78
Gujarat,2017,Rural,15-24,Female,53.14,24.53,67.34,6317.16,26.76
Gujarat,2017,Urban,Above 24,Male,82.91,12.85,72.93,4420.92,33.49
Gujarat,2017,Rural,Above 24,Male,42.68,19.41,46.89,4322.02,46.37
Gujarat,2017,Urban,Above 24,Female,66.25,7.98,95.0,3834.35,25.6
Gujarat,2017,Rural,Above 24,Female,61.53,20.2,48.12,3465.9,25.74
Gujarat,2018,Urban,Below 15,Male,71.93,9.61,76.39,4834.56,15.79
Gujarat,2018,Rural,Below 15,Male,78.64,17.26,65.77,4855.36,38.81
Gujarat,2018,Urban,Below 15,Female,77.67,16.73,77.83,4421.67,48.18
Gujarat,2018,Rural,Below 15,Female,71.89,18.87,25.86,3469.35,32.34
Gujarat,2018,Urban,15-24,Male,83.46,12.93,72.11,5770.9,35.56
Gujarat,2018,Rural,15-24,Male,60.59,21.44,32.93,4189.84,26.69
Gujarat,2018,Urban,15-24,Female,72.22,9.72,68.09,4051.51,15.0
Gujarat,2018,Rural,15-24,Female,87.53,27.44,39.36,4515.06,20.63
Gujarat,2018,Urban,Above 24,Male,94.96,19.49,72.35,5318.82,31.4
Gujarat,2018,Rural,Above 24,Male,54.63,13.94,46.98,4136.36,28.25
Gujarat,2018,Urban,Above 24,Female,72.09,9.6,70.78,3651.52,24.26
Gujarat,2018,Rural,Above 24,Female,50.15,20.89,13.42,5422.87,41.09
Gujarat,2019,Urban,Below 15,Male,74.98,1.0,64.58,4448.65,21.92
Gujarat,2019,Rural,Below 15,Male,62.85,23.65,54.97,3760.35,17.22
Gujarat,2019,Urban,Below 15,Female,69.73,8.93,77.44,4071.75,34.09
Gujarat,2019,Rural,Below 15,Female,82.35,20.08,44.28,4353.48,27.15
Gujarat,2019,Urban,15-24,Male,93.81,12.86,70.68,4540.96,25.99
Gujarat,2019,Rural,15-24,Male,58.28,23.61,44.08,4900.19,25.73
Gujarat,2019,Urban,15-24,Female,89.21,11.62,95.0,3101.89,33.48
Gujarat,2019,Rural,15-24,Female,71.75,18.02,51.37,5523.61,15.0
Gujarat,2019,Urban,Above 24,Male,83.03,1.0,55.52,5803.33,25.35
Gujarat,2019,Rural,Above 24,Male,56.26,15.01,76.02,3034.65,21.59
Gujarat,2019,Urban,Above 24,Female,87.97,19.29,68.45,3508.76,46.77
Gujarat,2019,Rural,Above 24,Female,78.94,19.39,32.81,4460.78,28.72
Gujarat,2020,Urban,Below 15,Male,81.31,17.26,83.19,3638.1,41.01
Gujarat,2020,Rural,Below 15,Male,71.13,19.44,67.0,3610.74,29.71
Gujarat,2020,Urban,Below 15,Female,67.69,2.16,75.2,6509.25,15.28
Gujarat,2020,Rural,Below 15,Female,62.68,19.2,46.85,4409.5,19.61
Gujarat,2020,Urban,15-24,Male,84.33,12.22,37.15,5455.67,37.67
Gujarat,2020,Rural,15-24,Male,72.52,23.15,61.11,4679.47,37.23
Gujarat,2020,Urban,15-24,Female,74.03,22.56,74.81,4655.24,19.84
Gujarat,2020,Rural,15-24,Female,69.87,17.84,35.43,3847.7,21.47
Gujarat,2020,Urban,Above 24,Male,99.0,16.66,95.0,3521.68,30.57
Gujarat,2020,Rural,Above 24,Male,55.06,12.52,31.23,5491.67,26.83
Gujarat,2020,Urban,Above 24,Female,83.68,13.02,95.0,3316.44,40.07
Gujarat,2020,Rural,Above 24,Female,74.46,11.13,60.11,4768.92,28.18
Gujarat,2021,Urban,Below 15,Male,69.76,6.4,95.0,4500.55,36.26
Gujarat,2021,Rural,Below 15,Male,60.09,12.1,61.23,3420.34,26.68
Gujarat,2021,Urban,Below 15,Female,73.34,10.56,67.31,4816.66,35.54
Gujarat,2021,Rural,Below 15,Female,70.35,11.07,40.74,5455.81,37.16
Gujarat,2021,Urban,15-24,Male,68.27,17.76,40.33,4537.55,45.18
Gujarat,2021,Rural,15-24,Male,62.52,17.83,56.46,3265.76,24.94
Gujarat,2021,Urban,15-24,Female,82.96,12.83,66.46,5095.35,33.37
Gujarat,2021,Rural,15-24,Female,69.67,20.3,50.55,4401.01,33.66
Gujarat,2021,Urban,Above 24,Male,73.03,9.09,55.15,4471.99,23.51
Gujarat,2021,Rural,Above 24,Male,56.86,17.29,48.19,5126.3,26.55
Gujarat,2021,Urban,Above 24,Female,77.08,12.75,76.67,3839.48,31.19
Gujarat,2021,Rural,Above 24,Female,66.64,16.04,13.7,4628.39,47.7
Gujarat,2022,Urban,Below 15,Male,74.4,6.36,75.6,4749.9,39.54
Gujarat,2022,Rural,Below 15,Male,55.42,19.66,53.86,4386.28,32.71
Gujarat,2022,Urban,Below 15,Female,83.29,14.36,52.85,5156.13,29.48
Gujarat,2022,Rural,Below 15,Female,63.73,16.37,42.75,5453.37,29.33
Gujarat,2022,Urban,15-24,Male,70.8,14.03,72.68,5483.37,34.82
Gujarat,2022,Rural,15-24,Male,63.49,34.43,48.97,5520.31,28.79
Gujarat,2022,Urban,15-24,Female,82.33,20.2,88.27,5345.89,36.98
Gujarat,2022,Rural,15-24,Female,63.85,19.14,49.99,5246.5,28.22
Gujarat,2022,Urban,Above 24,Male,88.65,17.26,56.26,3830.46,28.88
Gujarat,2022,Rural,Above 24,Male,71.08,13.38,65.28,4839.25,30.32
Gujarat,2022,Urban,Above 24,Female,58.64,3.42,74.22,2793.92,38.1
Gujarat,2022,Rural,Above 24,Female,61.42,32.22,79.62,4354.84,29.15
Gujarat,2023,Urban,Below 15,Male,87.96,18.52,45.43,3070.9,25.02
Gujarat,2023,Rural,Below 15,Male,73.83,18.48,61.05,3540.24,15.0
Gujarat,2023,Urban,Below 15,Female,81.58,5.86,39.72,4616.05,36.35
Gujarat,2023,Rural,Below 15,Female,61.78,13.71,42.61,4203.53,19.22
Gujarat,2023,Urban,15-24,Male,74.85,18.61,74.83,4634.45,22.04
Gujarat,2023,Rural,15-24,Male,70.18,11.11,47.68,5643.09,18.21
Gujarat,2023,Urban,15-24,Female,71.14,17.65,88.79,4141.42,24.46
Gujarat,2023,Rural,15-24,Female,47.31,22.52,75.63,4721.89,29.82
Gujarat,2023,Urban,Above 24,Male,81.22,9.94,57.8,5158.62,31.81
Gujarat,2023,Rural,Above 24,Male,68.18,11.12,64.55,5031.76,25.58
Gujarat,2023,Urban,Above 24,Female,83.02,7.51,58.27,3892.24,15.83
Gujarat,2023,Rural,Above 24,Female,67.72,6.84,26.57,2839.53,29.31
Rajasthan,2015,Urban,Below 15,Male,76.5,8.37,54.36,3562.21,33.71
Rajasthan,2015,Rural,Below 15,Male,62.49,17.58,31.72,4644.85,40.43
Rajasthan,2015,Urban,Below 15,Female,78.86,7.94,73.86,4307.47,30.06
Rajasthan,2015,Rural,Below 15,Female,59.74,15.18,48.18,3705.31,21.87
Rajasthan,2015,Urban,15-24,Male,68.11,8.0,51.74,4627.57,22.86
Rajasthan,2015,Rural,15-24,Male,77.14,22.17,15.47,5023.98,36.49
Rajasthan,2015,Urban,15-24,Female,67.06,18.1,57.15,4578.14,19.88
Rajasthan,2015,Rural,15-24,Female,49.07,20.09,43.14,4181.86,20.53
Rajasthan,2015,Urban,Above 24,Male,74.0,11.35,69.33,4646.0,24.64
Rajasthan,2015,Rural,Above 24,Male,79.72,10.12,52.31,5445.51,33.85
Rajasthan,2015,Urban,Above 24,Female,70.97,7.36,85.54,3361.62,22.24
Rajasthan,2015,Rural,Above 24,Female,59.02,22.19,50.7,3725.56,27.52
Rajasthan,2016,Urban,Below 15,Male,71.86,6.45,84.68,3402.61,42.87
Rajasthan,2016,Rural,Below 15,Male,76.28,21.45,38.06,4380.05,18.53
Rajasthan,2016,Urban,Below 15,Female,67.75,12.47,89.44,3614.27,27.08
Rajasthan,2016,Rural,Below 15,Female,61.49,9.02,53.87,3920.81,28.44
Rajasthan,2016,Urban,15-24,Male,77.48,12.05,69.89,4327.51,27.03
Rajasthan,2016,Rural,15-24,Male,64.72,23.6,69.8,4611.91,37.97
Rajasthan,2016,Urban,15-24,Female,63.1,16.79,53.54,3318.46,24.09
Rajasthan,2016,Rural,15-24,Female,78.92,26.75,48.65,3273.84,28.43
Rajasthan,2016,Urban,Above 24,Male,81.02,10.88,42.34,3787.75,29.49
Rajasthan,2016,Rural,Above 24,Male,73.36,5.02,42.57,4614.44,36.8
Rajasthan,2016,Urban,Above 24,Female,79.93,12.91,58.0,2973.6,26.86
Rajasthan,2016,Rural,Above 24,Female,73.02,22.97,55.66,4843.47,33.04
Rajasthan,2017,Urban,Below 15,Male,72.44,9.35,95.0,3745.95,42.92
Rajasthan,2017,Rural,Below 15,Male,64.78,22.63,23.9,4968.72,24.11
Rajasthan,2017,Urban,Below 15,Female,58.85,11.09,85.14,3824.05,18.01
Rajasthan,2017,Rural,Below 15,Female,62.08,15.56,53.22,5259.68,29.52
Rajasthan,2017,Urban,15-24,Male,99.0,17.12,64.8,3210.75,27.9
Rajasthan,2017,Rural,15-24,Male,68.64,26.8,51.94,3556.5,31.38
Rajasthan,2017,Urban,15-24,Female,83.72,23.64,83.31,5108.68,30.48
Rajasthan,2017,Rural,15-24,Female,70.88,28.25,25.01,4220.45,23.82
Rajasthan,2017,Urban,Above 24,Male,81.79,16.15,61.05,2587.76,26.7
Rajasthan,2017,Rural,Above 24,Male,77.13,18.69,51.42,4276.01,19.77
Rajasthan,2017,Urban,Above 24,Female,78.15,5.83,95.0,4956.41,25.35
Rajasthan,2017,Rural,Above 24,Female,56.89,15.54,41.41,5393.47,31.49
Rajasthan,2018,Urban,Below 15,Male,70.68,19.45,70.74,5115.07,25.13
Rajasthan,2018,Rural,Below 15,Male,71.63,17.56,16.66,6112.22,40.33
Rajasthan,2018,Urban,Below 15,Female,69.03,4.49,75.21,4569.36,32.85
Rajasthan,2018,Rural,Below 15,Female,64.92,18.53,66.71,4954.48,21.6
Rajasthan,2018,Urban,15-24,Male,95.63,24.2,95.0,3601.2,31.94
Rajasthan,2018,Rural,15-24,Male,51.18,24.77,36.78,6038.76,23.8
Rajasthan,2018,Urban,15-24,Female,60.11,13.64,40.37,5100.88,15.0
Rajasthan,2018,Rural,15-24,Female,67.28,11.61,40.2,5814.7,32.89
Rajasthan,2018,Urban,Above 24,Male,69.37,9.84,70.27,4878.1,19.07
Rajasthan,2018,Rural,Above 24,Male,73.93,2.48,35.55,4109.38,35.07
Rajasthan,2018,Urban,Above 24,Female,73.23,2.97,55.23,4658.94,29.37
Rajasthan,2018,Rural,Above 24,Female,57.21,13.6,55.44,4085.85,29.3
Rajasthan,2019,Urban,Below 15,Male,99.0,2.88,42.22,5126.87,24.57
Rajasthan,2019,Rural,Below 15,Male,64.82,12.09,41.1,5778.83,36.42
Rajasthan,2019,Urban,Below 15,Female,81.62,2.92,52.73,2228.74,23.52
Rajasthan,2019,Rural,Below 15,Female,72.57,18.58,41.68,4482.16,24.49
Rajasthan,2019,Urban,15-24,Male,84.05,19.83,45.76,4739.72,37.46
Rajasthan,2019,Rural,15-24,Male,67.85,25.5,87.22,4416.53,33.15
Rajasthan,2019,Urban,15-24,Female,69.62,16.91,76.9,4655.87,21.84
Rajasthan,2019,Rural,15-24,Female,69.06,29.31,51.73,5269.59,28.1
Rajasthan,2019,Urban,Above 24,Male,85.5,11.4,55.74,4754.82,22.07
Rajasthan,2019,Rural,Above 24,Male,61.67,16.95,49.46,3548.61,38.43
Rajasthan,2019,Urban,Above 24,Female,78.72,6.48,46.94,4384.08,26.43
Rajasthan,2019,Rural,Above 24,Female,64.13,14.18,14.89,4189.32,27.56
Rajasthan,2020,Urban,Below 15,Male,84.34,6.51,95.0,2970.69,40.49
Rajasthan,2020,Rural,Below 15,Male,65.76,20.3,46.2,5411.64,26.9
Rajasthan,2020,Urban,Below 15,Female,62.01,17.1,68.3,4677.25,39.88
Rajasthan,2020,Rural,Below 15,Female,52.68,18.98,36.15,4394.26,30.58
Rajasthan,2020,Urban,15-24,Male,67.0,12.11,90.27,5208.95,29.5
Rajasthan,2020,Rural,15-24,Male,74.43,20.53,65.35,4339.72,31.85
Rajasthan,2020,Urban,15-24,Female,88.46,12.11,93.38,3275.63,43.04
Rajasthan,2020,Rural,15-24,Female,63.27,20.79,16.65,4136.16,21.68
Rajasthan,2020,Urban,Above 24,Male,71.92,9.31,84.37,4666.08,32.46
Rajasthan,2020,Rural,Above 24,Male,57.04,11.6,71.98,3911.84,43.25
Rajasthan,2020,Urban,Above 24,Female,70.57,10.01,86.06,5517.51,29.11
Rajasthan,2020,Rural,Above 24,Female,59.12,15.72,50.07,5213.04,30.03
Rajasthan,2021,Urban,Below 15,Male,84.19,18.19,75.72,4749.32,17.85
Rajasthan,2021,Rural,Below 15,Male,41.69,17.94,43.58,4088.17,31.95
Rajasthan,2021,Urban,Below 15,Female,72.4,15.64,71.29,3902.46,37.92
Rajasthan,2021,Rural,Below 15,Female,60.83,18.63,37.84,3980.14,30.67
Rajasthan,2021,Urban,15-24,Male,82.13,18.4,65.97,3030.91,26.54
Rajasthan,2021,Rural,15-24,Male,79.94,20.51,41.3,5289.1,24.3
Rajasthan,2021,Urban,15-24,Female,61.57,15.2,62.74,3727.0,28.6
Rajasthan,2021,Rural,15-24,Female,71.92,21.95,49.6,5950.73,27.26
Rajasthan,2021,Urban,Above 24,Male,80.78,7.45,57.3,4032.07,26.17
Rajasthan,2021,Rural,Above 24,Male,71.59,27.75,34.26,4166.7,29.5
Rajasthan,2021,Urban,Above 24,Female,76.96,11.32,89.26,2558.89,15.0
Rajasthan,2021,Rural,Above 24,Female,58.04,21.49,21.52,2093.89,34.57
Rajasthan,2022,Urban,Below 15,Male,80.44,4.55,55.22,3724.21,30.88
Rajasthan,2022,Rural,Below 15,Male,61.74,18.47,10.0,3814.52,20.99
Rajasthan,2022,Urban,Below 15,Female,70.44,7.31,81.97,3012.53,30.36
Rajasthan,2022,Rural,Below 15,Female,68.58,25.28,37.77,4759.57,15.57
Rajasthan,2022,Urban,15-24,Male,58.08,20.22,69.92,5442.81,19.01
Rajasthan,2022,Rural,15-24,Male,77.2,31.34,51.3,4721.27,30.07
Rajasthan,2022,Urban,15-24,Female,61.29,22.78,60.84,4903.59,17.5
Rajasthan,2022,Rural,15-24,Female,55.21,29.18,39.79,5662.62,29.37
Rajasthan,2022,Urban,Above 24,Male,59.58,14.46,61.15,5058.95,30.2
Rajasthan,2022,Rural,Above 24,Male,52.57,16.82,77.94,4894.39,29.54
Rajasthan,2022,Urban,Above 24,Female,83.75,11.05,73.14,3626.7,31.87
Rajasthan,2022,Rural,Above 24,Female,73.35,11.82,66.37,4426.64,22.9
Rajasthan,2023,Urban,Below 15,Male,87.98,8.57,81.39,4266.59,29.52
Rajasthan,2023,Rural,Below 15,Male,72.94,17.45,15.07,3603.01,37.44
Rajasthan,2023,Urban,Below 15,Female,71.68,7.38,49.62,3636.21,15.0
Rajasthan,2023,Rural,Below 15,Female,61.99,13.01,30.5,4445.5,32.91
Rajasthan,2023,Urban,15-24,Male,99.0,8.44,87.39,5278.48,23.77
Rajasthan,2023,Rural,15-24,Male,74.03,19.71,47.79,5707.3,34.84
Rajasthan,2023,Urban,15-24,Female,82.09,13.85,47.74,4333.23,39.65
Rajasthan,2023,Rural,15-24,Female,51.73,16.72,46.89,3712.28,23.66
Rajasthan,2023,Urban,Above 24,Male,73.76,3.17,55.39,5062.74,19.54
Rajasthan,2023,Rural,Above 24,Male,52.02,12.85,55.98,4342.46,26.28
Rajasthan,2023,Urban,Above 24,Female,73.44,1.27,77.42,4806.75,26.73
Rajasthan,2023,Rural,Above 24,Female,73.06,10.36,61.92,4623.59,27.31
Uttar Pradesh,2015,Urban,Below 15,Male,77.8,9.46,88.3,3638.66,23.9
Uttar Pradesh,2015,Rural,Below 15,Male,78.36,13.02,58.51,5859.55,26.79
Uttar Pradesh,2015,Urban,Below 15,Female,79.81,4.23,81.32,4659.54,33.78
Uttar Pradesh,2015,Rural,Below 15,Female,56.54,7.69,52.55,2849.28,27.46
Uttar Pradesh,2015,Urban,15-24,Male,91.41,16.96,95.0,5320.09,24.77
Uttar Pradesh,2015,Rural,15-24,Male,72.27,21.76,21.27,3747.68,25.51
Uttar Pradesh,2015,Urban,15-24,Female,56.64,16.24,66.26,3161.68,33.23
Uttar Pradesh,2015,Rural,15-24,Female,74.16,23.14,40.14,4973.15,35.44
Uttar Pradesh,2015,Urban,Above 24,Male,81.07,5.88,74.15,5456.38,25.23
Uttar Pradesh,2015,Rural,Above 24,Male,88.98,13.37,45.49,3962.01,31.79
Uttar Pradesh,2015,Urban,Above 24,Female,55.58,7.27,53.62,4608.27,37.96
Uttar Pradesh,2015,Rural,Above 24,Female,69.46,4.14,75.63,4736.22,23.79
Uttar Pradesh,2016,Urban,Below 15,Male,79.57,10.88,60.0,4658.33,25.14
Uttar Pradesh,2016,Rural,Below 15,Male,63.96,12.57,23.51,4616.67,34.68
Uttar Pradesh,2016,Urban,Below 15,Female,78.15,14.1,74.87,4073.82,36.72
Uttar Pradesh,2016,Rural,Below 15,Female,49.42,11.5,30.54,5364.04,37.54
Uttar Pradesh,2016,Urban,15-24,Male,86.87,21.36,56.81,4778.88,29.0
Uttar Pradesh,2016,Rural,15-24,Male,80.47,21.42,39.23,4932.73,37.01
Uttar Pradesh,2016,Urban,15-24,Female,70.32,15.69,54.12,2501.55,31.6
Uttar Pradesh,2016,Rural,15-24,Female,73.09,23.31,15.76,4219.32,15.0
Uttar Pradesh,2016,Urban,Above 24,Male,91.7,4.57,88.83,5256.7,22.8
Uttar Pradesh,2016,Rural,Above 24,Male,56.67,17.75,32.34,4581.99,26.14
Uttar Pradesh,2016,Urban,Above 24,Female,55.19,1.0,73.4,4050.75,25.58
Uttar Pradesh,2016,Rural,Above 24,Female,69.96,21.87,40.91,4227.52,34.0
Uttar Pradesh,2017,Urban,Below 15,Male,64.43,11.12,78.28,5044.18,15.0
Uttar Pradesh,2017,Rural,Below 15,Male,60.39,11.61,46.5,4884.6,41.97
Uttar Pradesh,2017,Urban,Below 15,Female,68.05,7.51,87.25,4737.26,40.14
Uttar Pradesh,2017,Rural,Below 15,Female,65.89,10.21,25.0,3258.79,35.3
Uttar Pradesh,2017,Urban,15-24,Male,93.89,25.25,82.65,5430.27,25.36
Uttar Pradesh,2017,Rural,15-24,Male,60.44,26.25,51.27,4585.96,33.1
Uttar Pradesh,2017,Urban,15-24,Female,80.23,22.42,89.42,4935.38,36.77
Uttar Pradesh,2017,Rural,15-24,Female,72.14,19.69,56.35,3384.4,38.43
Uttar Pradesh,2017,Urban,Above 24,Male,66.05,11.43,57.32,4942.71,29.73
Uttar Pradesh,2017,Rural,Above 24,Male,52.05,18.1,36.33,5204.92,30.01
Uttar Pradesh,2017,Urban,Above 24,Female,76.95,5.21,61.16,4133.09,36.85
Uttar Pradesh,2017,Rural,Above 24,Female,79.77,11.97,61.15,2764.26,20.45
Uttar Pradesh,2018,Urban,Below 15,Male,68.41,3.24,46.25,4830.4,28.29
Uttar Pradesh,2018,Rural,Below 15,Male,71.79,19.45,48.98,5026.21,29.44
Uttar Pradesh,2018,Urban,Below 15,Female,61.13,15.29,61.16,3751.52,28.58
Uttar Pradesh,2018,Rural,Below 15,Female,53.87,13.91,50.16,4778.67,22.82
Uttar Pradesh,2018,Urban,15-24,Male,77.12,21.37,77.45,6160.05,39.44
Uttar Pradesh,2018,Rural,15-24,Male,83.44,15.06,56.46,4457.51,25.59
Uttar Pradesh,2018,Urban,15-24,Female,78.68,20.73,77.51,3797.22,35.94
Uttar Pradesh,2018,Rural,15-24,Female,60.62,23.08,40.45,4324.91,36.13
Uttar Pradesh,2018,Urban,Above 24,Male,67.6,19.73,42.68,4021.87,32.96
Uttar Pradesh,2018,Rural,Above 24,Male,73.84,15.5,44.14,4828.44,28.15
Uttar Pradesh,2018,Urban,Above 24,Female,86.93,14.2,83.09,3727.07,29.36
Uttar Pradesh,2018,Rural,Above 24,Female,60.0,10.97,50.4,4069.88,35.24
Uttar Pradesh,2019,Urban,Below 15,Male,67.3,18.6,56.56,4675.44,36.33
Uttar Pradesh,2019,Rural,Below 15,Male,62.29,20.26,26.56,5661.69,30.11
Uttar Pradesh,2019,Urban,Below 15,Female,67.04,8.5,82.13,4032.44,24.01
Uttar Pradesh,2019,Rural,Below 15,Female,60.78,10.12,72.31,4046.88,36.65
Uttar Pradesh,2019,Urban,15-24,Male,84.09,11.08,69.91,5127.2,28.49
Uttar Pradesh,2019,Rural,15-24,Male,83.93,27.11,58.78,4132.27,21.36
Uttar Pradesh,2019,Urban,15-24,Female,70.86,16.98,78.19,2762.74,29.94
Uttar Pradesh,2019,Rural,15-24,Female,68.58,20.61,64.37,4837.42,40.48
Uttar Pradesh,2019,Urban,Above 24,Male,75.84,14.69,94.53,5549.35,21.26
Uttar Pradesh,2019,Rural,Above 24,Male,65.46,14.27,52.34,5049.08,23.29
Uttar Pradesh,2019,Urban,Above 24,Female,73.68,1.0,91.63,4090.1,30.45
Uttar Pradesh,2019,Rural,Above 24,Female,59.9,21.73,10.0,4486.71,29.15
Uttar Pradesh,2020,Urban,Below 15,Male,73.46,18.63,56.69,5117.44,32.85
Uttar Pradesh,2020,Rural,Below 15,Male,80.62,12.66,34.01,5376.86,33.4
Uttar Pradesh,2020,Urban,Below 15,Female,57.55,7.3,75.8,5170.21,24.57
Uttar Pradesh,2020,Rural,Below 15,Female,35.0,18.62,26.7,2886.13,15.0
Uttar Pradesh,2020,Urban,15-24,Male,90.14,16.64,66.62,5611.22,35.1
Uttar Pradesh,2020,Rural,15-24,Male,88.16,15.04,44.48,3206.63,28.16
Uttar Pradesh,2020,Urban,15-24,Female,74.51,19.13,70.68,4998.73,35.63
Uttar Pradesh,2020,Rural,15-24,Female,88.55,20.42,30.88,4696.87,23.58
Uttar Pradesh,2020,Urban,Above 24,Male,92.82,8.58,61.52,4122.95,35.75
Uttar Pradesh,2020,Rural,Above 24,Male,66.42,12.79,69.98,3815.06,30.28
Uttar Pradesh,2020,Urban,Above 24,Female,79.52,1.84,77.2,3655.91,36.58
Uttar Pradesh,2020,Rural,Above 24,Female,53.37,19.46,61.59,5189.15,32.01
Uttar Pradesh,2021,Urban,Below 15,Male,75.69,7.12,92.07,3940.4,21.7
Uttar Pradesh,2021,Rural,Below 15,Male,74.65,12.02,30.75,3345.12,26.14
Uttar Pradesh,2021,Urban,Below 15,Female,72.17,11.22,84.27,4921.52,28.47
Uttar Pradesh,2021,Rural,Below 15,Female,61.02,18.55,64.09,4601.05,26.25
Uttar Pradesh,2021,Urban,15-24,Male,72.07,8.77,79.99,4962.38,34.62
Uttar Pradesh,2021,Rural,15-24,Male,70.71,29.03,37.74,5264.22,29.69
Uttar Pradesh,2021,Urban,15-24,Female,70.92,18.96,76.14,4785.58,30.65
Uttar Pradesh,2021,Rural,15-24,Female,66.62,33.94,62.76,5078.26,30.89
Uttar Pradesh,2021,Urban,Above 24,Male,88.07,12.59,70.39,4257.15,29.35
Uttar Pradesh,2021,Rural,Above 24,Male,36.3,17.05,37.67,5774.14,30.15
Uttar Pradesh,2021,Urban,Above 24,Female,61.11,9.75,54.31,4878.73,32.33
Uttar Pradesh,2021,Rural,Above 24,Female,72.58,12.05,45.51,3407.98,35.61
Uttar Pradesh,2022,Urban,Below 15,Male,83.19,12.48,70.02,4831.82,42.83
Uttar Pradesh,2022,Rural,Below 15,Male,65.15,16.69,28.71,3805.39,30.78
Uttar Pradesh,2022,Urban,Below 15,Female,84.04,8.72,66.46,4174.49,25.72
Uttar Pradesh,2022,Rural,Below 15,Female,65.95,8.51,64.21,3967.66,35.78
Uttar Pradesh,2022,Urban,15-24,Male,69.3,19.34,80.08,4807.36,22.04
Uttar Pradesh,2022,Rural,15-24,Male,74.5,16.08,41.21,5323.53,36.37
Uttar Pradesh,2022,Urban,15-24,Female,77.15,11.13,79.68,4515.5,15.0
Uttar Pradesh,2022,Rural,15-24,Female,74.83,21.88,63.04,3623.78,15.0
Uttar Pradesh,2022,Urban,Above 24,Male,80.79,11.46,44.64,3717.2,52.04
Uttar Pradesh,2022,Rural,Above 24,Male,64.94,19.65,35.24,2827.76,28.64
Uttar Pradesh,2022,Urban,Above 24,Female,70.34,8.0,68.28,4711.41,28.8
Uttar Pradesh,2022,Rural,Above 24,Female,50.36,18.43,15.76,2859.71,35.91
Uttar Pradesh,2023,Urban,Below 15,Male,83.07,9.71,49.07,3933.67,27.9
Uttar Pradesh,2023,Rural,Below 15,Male,52.04,12.3,54.78,5641.84,26.64
Uttar Pradesh,2023,Urban,Below 15,Female,80.56,1.0,79.89,3856.84,32.46
Uttar Pradesh,2023,Rural,Below 15,Female,60.52,22.6,31.88,5002.09,27.76
Uttar Pradesh,2023,Urban,15-24,Male,80.42,15.08,57.31,4488.72,29.5
Uttar Pradesh,2023,Rural,15-24,Male,74.41,22.42,56.97,5238.81,21.6
Uttar Pradesh,2023,Urban,15-24,Female,85.69,10.07,78.82,4995.79,15.0
Uttar Pradesh,2023,Rural,15-24,Female,67.93,19.66,33.62,5580.68,24.77
Uttar Pradesh,2023,Urban,Above 24,Male,69.94,10.38,80.28,4386.68,39.33
Uttar Pradesh,2023,Rural,Above 24,Male,73.31,5.11,37.06,4050.53,33.83
Uttar Pradesh,2023,Urban,Above 24,Female,46.75,22.75,77.97,4619.1,39.45
